aws.com
*.aria.microsoft.com
*.azure-apim.net
*.azurerms.com
*.cdn.office.net
*.edgesuite.net
*.pliance.microsoft.com
*.config.office.net
*.entrust.net
*.events.data.microsoft.com
*.flow.microsoft.com
*.geotrust.com
*.hip.live.com
*.informationprotection.azure.com
*.letsencrypt.org
*.manage.microsoft.com
*.manage.office.com
*.microsoftonline.com
*.microsoftonline-p.com
*.msauth.net
*.msauthimages.net
*.msecnd.net
*.msftauth.net
*.msftauthimages.net
*.msftidentity.com
*.msidentity.com
*.o365weve.com
*.office.com
*.office365.com
*.officeapps.live.com
*.omniroot.com
*.onenote.com
*.online.office.com
*.phonefactor.net
*.portal.cloudappsecurity.com
*.powerapps.com
*.protection.office.com
*.public-trust.com
*.security.microsoft.com
*.symcb.com
*.symcd.com
*.verisign.com
*.verisign.net
cdn.onenote.net
*.cdn.onenote.net
account.activedirectory.windowsazure.com
account.office.net
accounts.accesscontrol.windows.net
activation.sls.microsoft.com
activity.windows.com
admin.microsoft.com
adminwebservice.microsoftonline.com
ajax.aspnetcdn.com
amp.azure.net
api.passwordreset.microsoftonline.com
apis.live.net
apps.identrust.com
appsforoffice.microsoft.com
assets.onestore.ms
auth.gfx.ms
autologon.microsoftazuread-sso.com
becws.microsoftonline.com
c1.microsoft.com
cacerts.digicert.com
cdn.optimizely.com
cdnprod.myanalytics.microsoft.com
clientconfig.microsoftonline-p.net
companymanager.microsoftonline.com
compliance.microsoft.com
contentstorage.osi.office.net
contentstorage.osi.office.net
crl.globalsign.com
crl.globalsign.net
crl.identrust.com
crl.microsoft.com
crl.microsoft.com
crl3.digicert.com
crl4.digicert.com
device.login.microsoftonline.com
dgps.support.microsoft.com
docs.microsoft.com
ecn.dev.virtualearth.net
enterpriseregistration.windows.net
go.microsoft.com
graph.microsoft.com
graph.windows.net
home.office.com
informationprotection.hosting.portal.azure.net
insertmedia.bing.office.net
isrg.trustid.ocsp.identrust.com
login.microsoft.com
login.microsoftonline.com
login.microsoftonline-p.com
login.windows.net
logincert.microsoftonline.com
loginex.microsoftonline.com
login-us.microsoftonline.com
manage.office.com
management.azure.com
mscrl.microsoft.com
msdn.microsoft.com
myanalytics.microsoft.com
myanalytics-gcc.microsoft.com
nexus.microsoftonline-p.com
o15.officeredir.microsoft.com
ocsp.digicert.com
ocsp.globalsign.com
ocsp.msocsp.com
ocsp2.globalsign.com
ocspx.digicert.com
ocws.officeapps.live.com
odc.officeapps.live.com
office.com
office.live.com
office15client.microsoft.com
officeapps.live.com
officecdn.microsoft.com
officecdn.microsoft.com
officeclient.microsoft.com
officepreviewredir.microsoft.com
officeredir.microsoft.com
passwordreset.microsoftonline.com
platform.linkedin.com
policykeyservice.dc.ad.msft.net
portal.microsoftonline.com
portal.office.com
prod.msocdn.com
protection.office.com
provisioningapi.microsoftonline.com
r.office.microsoft.com
roaming.officeapps.live.com
secure.globalsign.com
security.microsoft.com
shellprod.msocdn.com
suite.office.net
support.content.office.net
support.microsoft.com
support.office.com
technet.microsoft.com
videocontent.osi.office.net
videoplayercdn.osi.office.net
workplaceanalytics.cdn.office.net
workplaceanalytics.office.com
www.digicert.com
www.microsoft.com
migdalins-my.sharepoint.com
migdalins.sharepoint.com
migdalins-files.sharepoint.com
migdalins-myfiles.sharepoint.com
*.log.optimizely.com
ssw.live.com
storage.live.com
*.search.production.apac.trafficmanager.net
*.search.production.emea.trafficmanager.net
*.search.production.us.trafficmanager.net
*.wns.windows.com
admin.onedrive.com
officeclient.microsoft.com
g.live.com
oneclient.sfx.ms
*.sharepointonline.com
cdn.sharepointonline.com
privatecdn.sharepointonline.com
publiccdn.sharepointonline.com
spoprod-a.akamaihd.net
static.sharepointonline.com
prod.msocdn.com
watson.telemetry.microsoft.com
*.svc.ms
*.mail.protection.outlook.com
*.outlook.office.com
*.skypeforbusiness.com
outlook.office365.com
smtp.office365.com
activation.sls.microsoft.com
*.adl.windows.com
*.azureedge.net
*.blob.core.windows.net
*.cloudapp.net
*.helpshift.com
*.hockeyapp.net
*.keydelivery.mediaservices.windows.net
*.localytics.com
*.log.optimizely.com
*.mail.protection.outlook.com
*.media.azure.net
*.microsoft.com
*.microsoftstream.com
*.msecnd.net
*.msocdn.com
*.office.net
*.onmicrosoft.com
*.outlook.com
*.outlook.office.com
*.protection.outlook.com
*.search.production.apac.trafficmanager.net
*.search.production.emea.trafficmanager.net
*.search.production.us.trafficmanager.net
*.sharepointonline.com
*.skypeforbusiness.com
*.streaming.mediaservices.windows.net
*.tenor.com
*.users.storage.live.com
*.virtualearth.net
ad.atdmt.com
ajax.aspnetcdn.com
ajax.microsoft.com
amp.azure.net
amsglob0cdnstream13.azureedge.net
amsglob0cdnstream14.azureedge.net
analytics.localytics.com
api.localytics.com
attachments.office.net
autodiscover.migdalins.onmicrosoft.com
c.bing.net
cdn.forms.office.net
connect.facebook.net
dc.applicationinsights.microsoft.com
dc.services.visualstudio.com
excelbingmap.firstpartyapps.oaspapps.com
firstpartyapps.oaspapps.com
forms.microsoft.com
mem.gfx.ms
nps.onyx.azure.net
ocos-office365-s2s.msedge.net
omextemplates.content.office.net
outlook.uservoice.com
peoplegraph.firstpartyapps.oaspapps.com
prod.firstpartyapps.oaspapps.com.akadns.net
prod.msocdn.com
r3.res.outlook.com
rink.hockeyapp.net
s.ytimg.com
s0.assets-yammer.com
sdk.hockeyapp.net
signup.microsoft.com
spoprod-a.akamaihd.net
ssw.live.com
staffhub.ms
staffhub.uservoice.com
staffhubweb.azureedge.net
storage.live.com
telemetryservice.firstpartyapps.oaspapps.com
testconnectivity.microsoft.com
tse1.mm.bing.net
vortex.data.microsoft.com
watson.microsoft.com
watson.telemetry.microsoft.com
web.localytics.com
webanalytics.localytics.com
wikipedia.firstpartyapps.oaspapps.com
wus-firstpartyapps.oaspapps.com
outlook.office.com
smtp.office365.com
r1.res.office365.com
r3.res.office365.com
r4.res.office365.com
www.onedrive.com
*.compliance.microsoft.com
officepreviewredir.microsoft.com
officecdn.microsoft.com.edgesuite.net
ocsp.int-x3.letsencrypt.org
*.cortana.ai
cdn.odc.officeapps.live.com
cdn.uci.officeapps.live.com
cert.int-x3.letsencrypt.org
*.babylon.com
ubs.com
*.ubs.com
filing.magna.isa.gov.il
*.filing.magna.isa.gov.il
bankhapoalim.biz
*.bankhapoalim.biz
w3.org
*.w3.org
access.shaham.co.il
*.access.shaham.co.il
bankhapoalim.co.il
*.bankhapoalim.co.il
itraders.co.il
*.itraders.co.il
court.gov.il
*.court.gov.il
divuhim.mof.gov.il
*.divuhim.mof.gov.il
employerstest.migdal
*.employerstest.migdal
citidirect-eb.citicorp.com
*.citidirect-eb.citicorp.com
shukhon.mof.gov.il
*.shukhon.mof.gov.il
itnewsletter.co.il
*.itnewsletter.co.il
migdal.pionet.com
*.migdal.pionet.com
misim.gov.il
*.misim.gov.il
ozar.mof.gov.il
*.ozar.mof.gov.il
scn.sap.com
*.scn.sap.com
inwise.com
*.inwise.com
inwise.co.il
*.inwise.co.il
ajax.googleapis.com
*.ajax.googleapis.com
sca.forms.gov.il
*.sca.forms.gov.il
taxes.gov.il
*.taxes.gov.il
memunim.mof.gov.il
*.memunim.mof.gov.il
watson.microsoft.com
*.watson.microsoft.com
otot.mof.gov.il
*.otot.mof.gov.il
wer.microsoft.com
*.wer.microsoft.com
shaam2.gov.il
*.shaam2.gov.il
leumi.co.il
*.leumi.co.il
citidirect.com
*.citidirect.com
lotemsensing.com
*.lotemsensing.com
hb.unionbank.co.il
*.hb.unionbank.co.il
msftncsi.com
*.msftncsi.com
verisign.com
*.verisign.com
thawte.com
*.thawte.com
yedidim.co.il
*.yedidim.co.il
intralinks.com
*.intralinks.com
intralinkscontent.com
*.intralinkscontent.com
acroipm.adobe.com
*.acroipm.adobe.com
files.webversion.net
*.files.webversion.net
ifat.com
*.ifat.com
aclgrc.com
*.aclgrc.com
engage6.silverpop.com
*.engage6.silverpop.com
isa.gov.il
*.isa.gov.il
slika-ins.co.il
*.slika-ins.co.il
maxcdn.bootstrapcdn.com
*.maxcdn.bootstrapcdn.com
finance.yahoo.com
*.finance.yahoo.com
api6.silverpop.com
*.api6.silverpop.com
cybernet.cyber.gov.il
*.cybernet.cyber.gov.il
factset.com
*.factset.com
proservices.taldor.co.il
*.proservices.taldor.co.il
cma.gov.il
*.cma.gov.il
mrc.gov.il
*.mrc.gov.il
socialaudiences.ibmmarketingcloud.com
*.socialaudiences.ibmmarketingcloud.com
tso.sca.ecom.gov.il
*.tso.sca.ecom.gov.il
warburgpincus.com
*.warburgpincus.com
secure.reportingsystem.com
*.secure.reportingsystem.com
sungarddx.com
*.sungarddx.com
insect.ai
*.insect.ai
login6.silverpop.com
*.login6.silverpop.com
migdal-health4agents.co.il
*.migdal-health4agents.co.il
orlan.co.il
*.orlan.co.il
hoverlead.com
*.hoverlead.com
vpn.mvs.co.il
*.vpn.mvs.co.il
dcoyacloud.com
*.dcoyacloud.com
ica-online.justice.gov.il
*.ica-online.justice.gov.il
smartcard.tehila.gov.il
*.smartcard.tehila.gov.il
login.windows.net
*.login.windows.net
login.microsoftonline.com
*.login.microsoftonline.com
account.activedirectory.windowsazure.com
*.account.activedirectory.windowsazure.com
aadcdn.msftauth.net
*.aadcdn.msftauth.net
aadcdn.msauth.net
*.aadcdn.msauth.net
blob.core.windows.net
*.blob.core.windows.net
salesforce.com
*.salesforce.com
force.com
*.force.com
salesforceliveagent.com
*.salesforceliveagent.com
visualforce.com
*.visualforce.com
documentforce.com
*.documentforce.com
lightning.com
*.lightning.com
salesforce-communities.com
*.salesforce-communities.com
forceusercontent.com
*.forceusercontent.com
forcesslreports.com
*.forcesslreports.com
salesforce-hub.com
*.salesforce-hub.com
trailblazer.me
*.trailblazer.me
serviceweb.info
*.serviceweb.info
masav.co.il
*.masav.co.il
masav-online.co.il
*.masav-online.co.il
storageblobwebtest.blob.core.windows.net
*.storageblobwebtest.blob.core.windows.net
storageblobweprod.blob.core.windows.net
*.storageblobweprod.blob.core.windows.net
www.googletagmanager.com
www.google-analytics.com
maps.googleapis.com
*.maps.googleapis.com
*.spglobal.com
*.capitaliq.com
*.ciqimg.com
entrust.net
*.entrust.net
crl.entrust.net
*.crl.entrust.net
svrintl-crl.verisign.com
*.svrintl-crl.verisign.com
crl.verisign.com
*.crl.verisign.com
crl3.digicert.com
*.crl3.digicert.com
crl4.digicert.com
*.crl4.digicert.com
snl.com
*.snl.com
platform.spgi.com
dcoyatraining.com
*.dcoyatraining.com
dcoyacloud.com
*.dcoyacloud.com
serviceweb.info
*.serviceweb.info
mail10.optinize.com
*.mail10.optinize.com
unroll-images-production.s3.amazonaws.com
*.unroll-images-production.s3.amazonaws.com
inforumobilemail.com
*.inforumobilemail.com
nsextmy.leumi.ext
*.nsextmy.leumi.ext
sde.msh.co.il
*.sde.msh.co.il
secapp.taxes.gov.il
*.secapp.taxes.gov.il
blossom-kc.com
*.blossom-kc.com
dashboard.ti.insight.rapid7.com
*.dashboard.ti.insight.rapid7.com
fromyour.company
*.fromyour.company
api.bap.microsoft.com
*.api.bap.microsoft.com
api.businessappdiscovery.microsoft.com
*.api.businessappdiscovery.microsoft.com
surveillance.bloombergvault.com
*.surveillance.bloombergvault.com
Bloomberg.net
*.Bloomberg.net
sc.login.gov.il
*.sc.login.gov.il
odem-sc.justice.gov.il
*.odem-sc.justice.gov.il
login.gov.il
*.login.gov.il
account.gov.il
*.account.gov.il
domainemail.net
*.domainemail.net
*.fromyour.email
movel.ink
*.movel.ink
myemail.city
*.myemail.city
myemail.cool
*.myemail.cool
myemail4u.com
*.myemail4u.com
myserver.company
*.myserver.company
sender.company
*.sender.company
sharecenter.info
*.sharecenter.info
surfl.ink
*.surfl.ink
systememail.net
*.systememail.net
webaccess.site
*.webaccess.site
webinfo.company
*.webinfo.company
webinfo.online
*.webinfo.online
yourserver.email
*.yourserver.email
dcoyaschool.com
*.dcoyaschool.com
*.ircnyv2423-hx-agent-1.hex03.helix.apps.fireeye.com
mg-agents-prod.crm4.dynamics.com
*.mg-agents-prod.crm4.dynamics.com
*.force-user.content.com
*.salesforce-scrt.com
*.salesforcescrt.com
*.sfdc.sh
cbs.gov.il
*.cbs.gov.il
org.matana4u.com
*.org.matana4u.com
*.bankleumi.co.il
ma.commvault.com
sso.commvault.com
digicert.com
links.mail.migdigital.co.il
*.links.mail.migdigital.co.il
contentz.mkt5417.com
mg-digital-vsts.visualstudio.com
myget.org
*.myget.org
*.uipath.com
uipath.pkgs.visualstudio.com
*.uipath.pkgs.visualstudio.com
*.vo.msecnd.net
vo.msecnd.net
cgmpiuat.creditguard.co.il
cgmpi.creditguard.co.il
migdal-emvt.creditguard.co.il
migdal-emv-test.creditguard.co.il
migdalemvp.creditguard.co.il
migdal-emvp.creditguard.co.il
dev.azure.com
*.dev.azure.com
spsprodweu2.vssps.visualstudio.com
vgrid.software.towerswatson.com
*.vgrid.software.towerswatson.com
vgrid.ict.willistowerswatson.com
*.vgrid.ict.willistowerswatson.com
migdalba1.batch.azure.com
*.migdalba1.batch.azure.com
migdalsb2.batch.azure.com
*.migdalsb2.batch.azure.com
migdalba2dr.batch.azure.com
*.migdalba2dr.batch.azure.com
mg-mashal-tst.crm4.dynamics.com
*.mg-mashal-tst.crm4.dynamics.com
mg-agents-tst.crm4.dynamics.com
*.mg-agents-tst.crm4.dynamics.com
*.harb.cma.gov.il
harb.cma.gov.il
migdal.client.lightrun.com
reactblade.portal.azure.net
support.oracle.com
login.oracle.com
updates.oracle.com
aru-akam.oracle.com
mg-mashal-prod.crm4.dynamics.com
*.mg-mashal-prod.crm4.dynamics.com
mg-agents-dev.crm4.dynamics.com
*.mg-agents-dev.crm4.dynamics.com
mg-mashal-dev.crm4.dynamics.com
*.mg-mashal-dev.crm4.dynamics.com
raven.silverfort.io
Commbox.io
*.Commbox.io
apps.bumpyardpro.com
*.apps.bumpyardpro.com
api.bumpyardpro.com
*.api.bumpyardpro.com
now.bumpyardpro.com
*.now.bumpyardpro.com
js-agent.newrelic.com
*.js-agent.newrelic.com
*.formally.co.il
powerautomate.com
*.powerautomate.com
*.mg-mngemel-dev.crm4.dynamics.com
*.mg-mngemel-test.crm4.dynamics.com
*.mg-mngemel-prod.crm4.dynamics.com
*.logincdn.msftauth.net
*.login.live.com
*.reactblade.portal.azure.net
*.management.azure.com
*.ext.azure.com
*.account.microsoft.com
*.subscriptionrp.trafficmanager.net
*.signup.azure.com
ad.azure.com
*.applicationinsights.azure.com
appservice.azure.com
elm.iga.azure.com
msmanaged-na.azure-apim.net
secure.aadcdn.microsoftonline-p.com
ecs.office.com
functions.azure.com
logic.azure.com
dynamicscrmemea.accesscontrol.windows.net
sc.imp.live.com
monitor.azure.com
mspim.azure.com
network.azure.com
azure.status.microsoft
*.hosting.portal.azure.net
hosting.portal.azure.net
*.bmx.azure.com
*.aad.azure.com
*.dynamics.com
*.api.powerplatform.com
vault.azure.net
migdal.authmind.com
customer-97440598.saas.guardicore.com
cus-3103.cloud.guardicore.com
yoman.co.il
migdal-insurance.eu10.hcs.cloud.sap
migdal-insurance.authentication.eu10.hana.ondemand.com
sapui5.hana.ondemand.com
assets.sapanalytics.cloud
breeze.aimon.applicationinsights.io
portal.loganalytics.io
api.loganalytics.io
*.api.loganalytics.io
api.applicationinsights.io
*.vsblob.visualstudio.com
vsblob.visualstudio.com
*.vssps.visualstudio.com
vssps.visualstudio.com
*.vstmr.visualstudio.com
vstmr.visualstudio.com
*.windows.net
windows.net
*.vsassets.io
vsassets.io
aexprodea1.vsaex.visualstudio.com
visualstudio.com
MG-D365-CRM-MIGRATION.visualstudio.com
MG-D365-CRM-MIGRATION.vsrm.visualstudio.com
MG-D365-CRM-MIGRATION.pkgs.visualstudio.com
MG-D365-CRM.visualstudio.com
MG-D365-CRM.vsrm.visualstudio.com
MG-D365-CRM.pkgs.visualstudio.com
MG-CRM2011.visualstudio.com
MG-CRM2011.vsrm.visualstudio.com
MG-CRM2011.pkgs.visualstudio.com
MG-Salesforce.visualstudio.com
MG-Salesforce.vsrm.visualstudio.com
MG-Salesforce.pkgs.visualstudio.com
Nikkud.reverso.net
Api.reverso.net
cdn.reverso.net
*.reverso.net
context.reverso.net
agent.azureserviceprofiler.net
*.agent.azureserviceprofiler.net
*.core.windows.net
analytics.applicationinsights.io
api1.applicationinsights.io
api2.applicationinsights.io
api3.applicationinsights.io
api4.applicationinsights.io
api5.applicationinsights.io
dev.aisvc.visualstudio.com
dev.applicationinsights.io
dev.applicationinsights.microsoft.com
dev.loganalytics.io
docs.loganalytics.io
gateway.azureserviceprofiler.net
insightsportal-cdn-aimon.applicationinsights.io
insightsportal-prod2-asiae-cdn.aisvc.visualstudio.com
insightsportal-prod2-cdn.aisvc.visualstudio.com
js.monitor.azure.com
stamp2.app.insightsportal.visualstudio.com
westeurope.livediagnostics.monitor.azure.com
www.aisvc.visualstudio.com
www.applicationinsights.io
www.applicationinsights.microsoft.com
migdal.yoman.co.il
www.loganalytics.io
imigdal-soar.soar.splunkcloud.com
my.yoman.co.il
ds2060.awmdm.com
samlmig.yoman.co.il
ppsuat.creditguard.co.il
ppp-test.safecharge.com
sdkmon.safecharge.com
cdn.safecharge.com
3dsn.sandbox.safecharge.com
authentication-management.service.imperva.com
management.service.imperva.com
mg-d365-si-test-kv.vault.azure.net
mg-d365-si-dev-kv.vault.azure.net
mg-d365-si-prod-kv.vault.azure.net
login.service.imperva.com
static.incapsula.com
microservices-static-resources.service.imperva.com
service.imperva.com
my.imperva.com
a.sfdcstatic.com
github.com
appservice-diagnostics.azurefd.net
mg-d365-pi-dev-appservice.scm.azurewebsites.net
mg-d365-agents-dev-appservice.scm.azurewebsites.net
mg-d365-op-dev-appservice.scm.azurewebsites.net
mg-d365-mashal-dev-appservice.scm.azurewebsites.net
mg-d365-pi-test-appservice.scm.azurewebsites.net
mg-d365-agents-test-appservice.scm.azurewebsites.net
mg-d365-op-test-appservice.scm.azurewebsites.net
mg-d365-mashal-test-appservice.scm.azurewebsites.net
mg-d365-pi-prod-appservice.scm.azurewebsites.net
mg-d365-agents-prod-appservice.scm.azurewebsites.net
mg-d365-op-prod-appservice.scm.azurewebsites.net
mg-d365-mashal-prod-appservice.scm.azurewebsites.net
mg-oss.whitesourcesoftware.com
dekel.co.il
www.dekel.co.il
github.githubassets.com
avatars.githubusercontent.com
doxi-sign.com
login.doxi-sign.com
open-finance.ai
*.open-finance.ai
global.help-panel.docs.aws.a2z.com
eu-west-1.ctrl.prod.os.notifications.aws.dev
migdal.lighthouse-cloud.com
itsi.migdalpci.splunkcloud.com
es.migdalpci.splunkcloud.com
migdalpci.splunkcloud.com
pps.creditguard.co.il
sfdc.co
sf.k8sphoenix.com
migdal.onbmc.com
migdal-restapi.onbmc.com
migdal-smartit.onbmc.com
migdal-qa.onbmc.com
migdal-qa-restapi.onbmc.com
migdal-qa-smartit.onbmc.com
migdal-dev.onbmc.com
migdal-dev-restapi.onbmc.com
migdal-dev-smartit.onbmc.com
migdal-dwpcatalog.onbmc.com
migdal-dwp.onbmc.com
migdal-qa-dwpcatalog.onbmc.com
migdal-qa-dwp.onbmc.com
migdal-dev-dwpcatalog.onbmc.com
migdal-dev-dwp.onbmc.com
migdal-vchat.onbmc.com
migdal-qa-vchat.onbmc.com
migdal-dev-vchat.onbmc.com
migdal-itom.onbmc.com
migdal-itom-qa.onbmc.com
migdal-itom-dev.onbmc.com
migdal-is.onbmc.com
migdal-qa-is.onbmc.com
migdal-dev-is.onbmc.com
frk-rsso1.onbmc.com
portal-ir.onbmc.com
portal-ir1.onbmc.com
portal-ir-qa.onbmc.com
portal-ir-dev.onbmc.com
frk-rsso1-qa.onbmc.com
frk-rsso1-dev.onbmc.com
migdal-disc-itom-dev.onbmc.com
migdal-disc-itom-qa.onbmc.com
migdal-disc-itom.onbmc.com
euw2.sf.k8sphoenix.com
login-ext.identity.oraclecloud.com
signon.oracle.com
mczxk83gxjhwj92rz5gc1gq-sf5y.login.exacttarget.com
*.s51.exacttarget.com
*.mc-content.com
*.marketingcloudapis.com
*.exacttargetapis.com
*.datorama-res.com
*.datorama.com
adaudiences.social.com
*.eu.sfmc-einstein.com
*.marketingcloud.com
*.s51.marketingcloudapps.com
*.s51.app.igodigital.com
s51.app.igodigital.com
s51.sfmc-content.com
*.s51.sfmc-content.com
s51.sfmc-marketing.com
s51.exct.net
migdalins-admin.sharepoint.com
fmsfota.ng.impervadns.net
nip.io
*.nip.io
cn-ui-mg-oss.whitesourcesoftware.com
app.thousandeyes.com
static.thousandeyes.com
resource-explorer-2.eu-west-1.api.aws
eu-west-1.prod.p13n.console.aws.dev
eu-west-1.prod.server.console.lambda.aws.a2z.com
migdal.harness.io
app.harness.io
static.harness.io
accounts.eu.harness.io
git.eu.harness.io
ds137.awmdm.com
git.eu.harness.io
accounts.eu.harness.io
go.harness.io
idp.eu1.harness.io
developer.harness.io
harnesssupport.zendesk.com
support.harness.io
migdalcm.lighthouse-cloud.com
migdal-edc.multyx.ai
app.datadoghq.eu
static.datadoghq.com
docs.datadoghq.com
help.datadoghq.com
migdal.datadoghq.eu
datadog.zendesk.com
notion.com
notion.site
notion.so
www.notion.so
api.notion.com
migdal.notion.site
file.notion.so
browser-intake-datadoghq.com
events.statsigapi.net
api2.amplitude.com
featuregates.org
lh3.googleusercontent.com
cdn.auth0.com
bing.com
sessions.bugsnag.com
harness0.harness.io
contentful.com
status.harness.io
*.bing.com
*.bing.net
mg-d365-si-prep-functionapplication.azurewebsites.net
services.bingapis.com
securefiles.oracle.com
oraclecloud.com
*.oraclecloud.com
img.notionusercontent.com
static.zdassets.com
assets.zendesk.com
identity.notion.so
eu.brightsec.com
on.techhit.com
static.app.harness.io
copilot.cloud.microsoft
res.public.onecdn.static.microsoft
bluinsights.aws
eu-west-1.bluinsights.aws
console.api.aws
live.logs.datadoghq.eu
planner.cloud.microsoft
documents.bmc.com
*.wiz.io
kit.fontawesome.com
fonts.googleapis.com
fonts.gstatic.com
cdn.readme.io
o454224.ingest.sentry.io
*.launchdarkly.com
*.getbeamer.com
3eb6d5b6-e3c6-459e-ad46-f98ec248ed76-0wdb.auth.eu-central-1.amazoncognito.com
docs.mend.io
saas-il.mend.io
js.cobrowse.io
druids.datadoghq.com
fe2.controlup.com
fe4.controlup.com
api.cobrowse.io
str-euw1.cobrowse.io
login-saas-il.mend.io
ok12static.oktacdn.com
cdn.pendo.io
www.datadoghq-browser-agent.com
data.pendo.io
apisecurity-ui.service.imperva.com
pendo-static-5666858026991616.storage.googleapis.com
wizio.zendesk.com
www.open-finance.co.il
*.digicert.com
download.microsoft.com
ntservicepack.microsoft.com
cdm.microsoft.com
wustat.windows.com
windowsupdate.microsoft.com
